Position,Track Name,Artist,Streams,URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
110,512,Mora,916426,'https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2',0.818,0.673,4,-7.542,0,0.148,0.348,0,0.172,0.695,87.961, 'audio_features', '5jzEwSyyymBlf1fa1o39T2', 'spotify:track:5jzEwSyyymBlf1fa1o39T2', 'https://api.spotify.com/v1/tracks/5jzEwSyyymBlf1fa1o39T2', 'https://api.spotify.com/v1/audio-analysis/5jzEwSyyymBlf1fa1o39T2',193636,4
111,YaMeFui,Bizarrap,916305,'https://open.spotify.com/track/42ahuAFlYGjIGBpVdHcLij',0.785,0.644,4,-4.76,0,0.0744,0.658,0.0000183,0.275,0.175,100.959, 'audio_features', '42ahuAFlYGjIGBpVdHcLij', 'spotify:track:42ahuAFlYGjIGBpVdHcLij', 'https://api.spotify.com/v1/tracks/42ahuAFlYGjIGBpVdHcLij', 'https://api.spotify.com/v1/audio-analysis/42ahuAFlYGjIGBpVdHcLij',182595,4
112,Fulanito,Becky G,913370,'https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg',0.93,0.837,7,-4.632,0,0.187,0.256,0.00000237,0.239,0.821,111.898, 'audio_features', '59L8x0xy8njj75vzVCPMqg', 'spotify:track:59L8x0xy8njj75vzVCPMqg', 'https://api.spotify.com/v1/tracks/59L8x0xy8njj75vzVCPMqg', 'https://api.spotify.com/v1/audio-analysis/59L8x0xy8njj75vzVCPMqg',158532,4
113,Ficha Limpa,Gusttavo Lima,898812,'https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8',0.774,0.732,9,-4.227,1,0.0308,0.108,0,0.243,0.734,135.005, 'audio_features', '5SwyN9hzmWjBsINlif8li8', 'spotify:track:5SwyN9hzmWjBsINlif8li8', 'https://api.spotify.com/v1/tracks/5SwyN9hzmWjBsINlif8li8', 'https://api.spotify.com/v1/audio-analysis/5SwyN9hzmWjBsINlif8li8',192725,4
114,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,898737,'https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC',0.769,0.812,1,-2.088,0,0.0825,0.281,0.0000263,0.0781,0.926,180.003, 'audio_features', '7COGuXyTr12KvdaYXMqheC', 'spotify:track:7COGuXyTr12KvdaYXMqheC', 'https://api.spotify.com/v1/tracks/7COGuXyTr12KvdaYXMqheC', 'https://api.spotify.com/v1/audio-analysis/7COGuXyTr12KvdaYXMqheC',280274,4
115,positions,Ariana Grande,894587,'https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0',0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015, 'audio_features', '35mvY5S1H3J2QZyna3TFe0', 'spotify:track:35mvY5S1H3J2QZyna3TFe0', 'https://api.spotify.com/v1/tracks/35mvY5S1H3J2QZyna3TFe0', 'https://api.spotify.com/v1/audio-analysis/35mvY5S1H3J2QZyna3TFe0',172325,4
116,Before You Go,Lewis Capaldi,893768,'https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP',0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881, 'audio_features', '2gMXnyrvIjhVBUZwvLZDMP', 'spotify:track:2gMXnyrvIjhVBUZwvLZDMP', 'https://api.spotify.com/v1/tracks/2gMXnyrvIjhVBUZwvLZDMP', 'https://api.spotify.com/v1/audio-analysis/2gMXnyrvIjhVBUZwvLZDMP',215107,4
117,MORENA,Luan Santana,889191,'https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd',0.526,0.731,11,-4.662,1,0.0887,0.18,0,0.0891,0.476,86.959, 'audio_features', '4PQdrXMDHDPl1RczrrlADd', 'spotify:track:4PQdrXMDHDPl1RczrrlADd', 'https://api.spotify.com/v1/tracks/4PQdrXMDHDPl1RczrrlADd', 'https://api.spotify.com/v1/audio-analysis/4PQdrXMDHDPl1RczrrlADd',193221,4
118,Talking to the Moon,Bruno Mars,887215,'https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU',0.523,0.606,1,-4.754,0,0.0301,0.512,0,0.106,0.065,145.837, 'audio_features', '161DnLWsx1i3u1JT05lzqU', 'spotify:track:161DnLWsx1i3u1JT05lzqU', 'https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU', 'https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU',217867,4
119,Aquelas Coisas,Joao Gomes,886672,'https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M',0.682,0.873,6,-4.163,1,0.0449,0.402,0,0.0946,0.964,150.006, 'audio_features', '0FqVtQxRD3HsPltldG5v5M', 'spotify:track:0FqVtQxRD3HsPltldG5v5M', 'https://api.spotify.com/v1/tracks/0FqVtQxRD3HsPltldG5v5M', 'https://api.spotify.com/v1/audio-analysis/0FqVtQxRD3HsPltldG5v5M',147072,4
120,Not My Responsibility,Billie Eilish,877466,'https://open.spotify.com/track/4T2zre0jqstNJ5Gt0WG9lz',0.468,0.13,1,-18.031,1,0.0571,0.454,0.927,0.0819,0.0362,115.039, 'audio_features', '4T2zre0jqstNJ5Gt0WG9lz', 'spotify:track:4T2zre0jqstNJ5Gt0WG9lz', 'https://api.spotify.com/v1/tracks/4T2zre0jqstNJ5Gt0WG9lz', 'https://api.spotify.com/v1/audio-analysis/4T2zre0jqstNJ5Gt0WG9lz',227680,4
121,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,871402,'https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY',0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96, 'audio_features', '0RiRZpuVRbi7oqRdSMwhQY', 'spotify:track:0RiRZpuVRbi7oqRdSMwhQY', 'https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY', 'https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY',157560,4
122,BED,Joel Corry,870758,'https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS',0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989, 'audio_features', '0siYMEsGrzzzlWLXK5zJfS', 'spotify:track:0siYMEsGrzzzlWLXK5zJfS', 'https://api.spotify.com/v1/tracks/0siYMEsGrzzzlWLXK5zJfS', 'https://api.spotify.com/v1/audio-analysis/0siYMEsGrzzzlWLXK5zJfS',178088,4
123,Sal y Perrea,Sech,866573,'https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU',0.786,0.899,10,-0.515,1,0.127,0.192,0.000189,0.299,0.813,90.025, 'audio_features', '5u7twkeask1VIyDeNTElSU', 'spotify:track:5u7twkeask1VIyDeNTElSU', 'https://api.spotify.com/v1/tracks/5u7twkeask1VIyDeNTElSU', 'https://api.spotify.com/v1/audio-analysis/5u7twkeask1VIyDeNTElSU',216510,4
124,Believer,Imagine Dragons,863614,'https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP',0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949, 'audio_features', '0pqnGHJpmpxLKifKRmU6WP', 'spotify:track:0pqnGHJpmpxLKifKRmU6WP', 'https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP', 'https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP',204347,4
125,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,861896,'https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX',0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042, 'audio_features', '7hxHWCCAIIxFLCzvDgnQHX', 'spotify:track:7hxHWCCAIIxFLCzvDgnQHX', 'https://api.spotify.com/v1/tracks/7hxHWCCAIIxFLCzvDgnQHX', 'https://api.spotify.com/v1/audio-analysis/7hxHWCCAIIxFLCzvDgnQHX',195429,4
126,Head & Heart (feat. MNEK),Joel Corry,861015,'https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9',0.734,0.874,8,-3.158,1,0.0662,0.168,0.0000114,0.0489,0.905,122.953, 'audio_features', '6cx06DFPPHchuUAcTxznu9', 'spotify:track:6cx06DFPPHchuUAcTxznu9', 'https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9', 'https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9',166028,4
127,Se For Amor,Joao Gomes,858106,'https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw',0.667,0.899,11,-4.402,0,0.0322,0.423,0.0000184,0.332,0.835,147.962, 'audio_features', '5F2xRvRFkxDvqdFtUNAEyw', 'spotify:track:5F2xRvRFkxDvqdFtUNAEyw', 'https://api.spotify.com/v1/tracks/5F2xRvRFkxDvqdFtUNAEyw', 'https://api.spotify.com/v1/audio-analysis/5F2xRvRFkxDvqdFtUNAEyw',239928,4
128,Streets,Doja Cat,853064,'https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf',0.749,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028, 'audio_features', '60ynsPSSKe6O3sfwRnIBRf', 'spotify:track:60ynsPSSKe6O3sfwRnIBRf', 'https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf', 'https://api.spotify.com/v1/audio-analysis/60ynsPSSKe6O3sfwRnIBRf',226987,4
129,Ram Pam Pam,Natti Natasha,842070,'https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO',0.908,0.813,5,-2.749,0,0.0777,0.305,0,0.278,0.924,97.018, 'audio_features', '4DHDIdeayp8xvlyg22wREO', 'spotify:track:4DHDIdeayp8xvlyg22wREO', 'https://api.spotify.com/v1/tracks/4DHDIdeayp8xvlyg22wREO', 'https://api.spotify.com/v1/audio-analysis/4DHDIdeayp8xvlyg22wREO',200785,4
130,Baby Me Atende,Matheus Fernandes,839336,'https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7',0.65,0.792,6,-3.825,0,0.0393,0.607,0.0000236,0.92,0.872,154.027, 'audio_features', '1bWBG6IkMnDr3qvCKSvQT7', 'spotify:track:1bWBG6IkMnDr3qvCKSvQT7', 'https://api.spotify.com/v1/tracks/1bWBG6IkMnDr3qvCKSvQT7', 'https://api.spotify.com/v1/audio-analysis/1bWBG6IkMnDr3qvCKSvQT7',225672,4
131,Shape of You,Ed Sheeran,838173,'https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3',0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977, 'audio_features', '7qiZfU4dY1lWllzX7mPBI3', 'spotify:track:7qiZfU4dY1lWllzX7mPBI3', 'https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3', 'https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3',233713,4
132,Perfect,Ed Sheeran,835498,'https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v',0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05, 'audio_features', '0tgVpDi06FyKpA1z0VMD4v', 'spotify:track:0tgVpDi06FyKpA1z0VMD4v', 'https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v', 'https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v',263400,3
133,Heather,Conan Gray,829042,'https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA',0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078, 'audio_features', '4xqrdfXkTW4T0RauPLv3WA', 'spotify:track:4xqrdfXkTW4T0RauPLv3WA', 'https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA', 'https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA',198040,3
134,Here's Your Perfect,Jamie Miller,824911,'https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P',0.558,0.454,6,-5.335,1,0.0551,0.499,0,0.146,0.424,113.12, 'audio_features', '2aTKrdenCq5qBOoJPFdn4P', 'spotify:track:2aTKrdenCq5qBOoJPFdn4P', 'https://api.spotify.com/v1/tracks/2aTKrdenCq5qBOoJPFdn4P', 'https://api.spotify.com/v1/audio-analysis/2aTKrdenCq5qBOoJPFdn4P',158594,4
135,LA NOCHE DE ANOCHE,Bad Bunny,822532,'https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck',0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993, 'audio_features', '2XIc1pqjXV3Cr2BQUGNBck', 'spotify:track:2XIc1pqjXV3Cr2BQUGNBck', 'https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck', 'https://api.spotify.com/v1/audio-analysis/2XIc1pqjXV3Cr2BQUGNBck',203201,4
136,Roses - Imanbek Remix,SAINt JHN,815162,'https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb',0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955, 'audio_features', '0zLCBJZSiELJf02ucPP9wb', 'spotify:track:0zLCBJZSiELJf02ucPP9wb', 'https://api.spotify.com/v1/tracks/0zLCBJZSiELJf02ucPP9wb', 'https://api.spotify.com/v1/audio-analysis/0zLCBJZSiELJf02ucPP9wb',176867,4
137,you broke me first,Tate McRae,810653,'https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR',0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148, 'audio_features', '45bE4HXI0AwGZXfZtMp8JR', 'spotify:track:45bE4HXI0AwGZXfZtMp8JR', 'https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR', 'https://api.spotify.com/v1/audio-analysis/45bE4HXI0AwGZXfZtMp8JR',169266,4
138,Riptide,Vance Joy,808889,'https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm',0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654, 'audio_features', '7yq4Qj7cqayVTp3FF9CWbm', 'spotify:track:7yq4Qj7cqayVTp3FF9CWbm', 'https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm', 'https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm',204280,4
139,Senorita,Shawn Mendes,807657,'https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2',0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967, 'audio_features', '6v3KW9xbzN5yKLt9YKDYA2', 'spotify:track:6v3KW9xbzN5yKLt9YKDYA2', 'https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2', 'https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2',190800,4
140,Reckless,Madison Beer,803468,'https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh',0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104, 'audio_features', '5ajjAnNRh8bxFvaVHzpPjh', 'spotify:track:5ajjAnNRh8bxFvaVHzpPjh', 'https://api.spotify.com/v1/tracks/5ajjAnNRh8bxFvaVHzpPjh', 'https://api.spotify.com/v1/audio-analysis/5ajjAnNRh8bxFvaVHzpPjh',203385,3
141,Daddy Issues,The Neighbourhood,803012,'https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5',0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012, 'audio_features', '5E30LdtzQTGqRvNd7l6kG5', 'spotify:track:5E30LdtzQTGqRvNd7l6kG5', 'https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5', 'https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5',260173,4
142,Smells Like Teen Spirit,Nirvana,799807,'https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf',0.502,0.912,1,-4.556,1,0.0564,0.0000255,0.000173,0.106,0.72,116.761, 'audio_features', '1f3yAtsJtY87CTmM8RLnxf', 'spotify:track:1f3yAtsJtY87CTmM8RLnxf', 'https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf', 'https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf',301920,4
143,The Nights,Avicii,798432,'https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc',0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983, 'audio_features', '0ct6r3EGTcMLPtrXHDvVjc', 'spotify:track:0ct6r3EGTcMLPtrXHDvVjc', 'https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc', 'https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc',176658,4
144,Hold On,Justin Bieber,793742,'https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5',0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002, 'audio_features', '1nahzW3kfMuwReTka28tH5', 'spotify:track:1nahzW3kfMuwReTka28tH5', 'https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5', 'https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5',170813,4
145,"Nao, Nao Vou",Mari Fernandez,792219,'https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn',0.631,0.861,11,-1.891,0,0.0424,0.427,0.000119,0.215,0.822,149.95, 'audio_features', '0xBQvhJAm6f7J142ympKOn', 'spotify:track:0xBQvhJAm6f7J142ympKOn', 'https://api.spotify.com/v1/tracks/0xBQvhJAm6f7J142ympKOn', 'https://api.spotify.com/v1/audio-analysis/0xBQvhJAm6f7J142ympKOn',173038,4
146,Bohemian Rhapsody - Remastered 2011,Queen,791239,'https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv',0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105, 'audio_features', '4u7EnebtmKWzUH433cf5Qv', 'spotify:track:4u7EnebtmKWzUH433cf5Qv', 'https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv', 'https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv',354320,4
147,ROCKSTAR (feat. Roddy Ricch),DaBaby,789791,'https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4',0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977, 'audio_features', '7ytR5pFWmSjzHJIeQkgog4', 'spotify:track:7ytR5pFWmSjzHJIeQkgog4', 'https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4', 'https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4',181733,4
148,Pain,PinkPantheress,784202,'https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO',0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605, 'audio_features', '7CIERzyqIwLVKGp00YbHRO', 'spotify:track:7CIERzyqIwLVKGp00YbHRO', 'https://api.spotify.com/v1/tracks/7CIERzyqIwLVKGp00YbHRO', 'https://api.spotify.com/v1/audio-analysis/7CIERzyqIwLVKGp00YbHRO',98544,4
149,Another Love,Tom Odell,779346,'https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ',0.442,0.538,4,-8.55,0,0.0451,0.717,0.0000295,0.09,0.139,122.758, 'audio_features', '7jtQIBanIiJOMS6RyCx6jZ', 'spotify:track:7jtQIBanIiJOMS6RyCx6jZ', 'https://api.spotify.com/v1/tracks/7jtQIBanIiJOMS6RyCx6jZ', 'https://api.spotify.com/v1/audio-analysis/7jtQIBanIiJOMS6RyCx6jZ',244360,4
150,2:50 Remix,MYA,779144,'https://open.spotify.com/track/74znaWw1hmQBusGPSOuTFy',0.818,0.812,9,-4.425,1,0.0475,0.112,0,0.234,0.844,139.966, 'audio_features', '74znaWw1hmQBusGPSOuTFy', 'spotify:track:74znaWw1hmQBusGPSOuTFy', 'https://api.spotify.com/v1/tracks/74znaWw1hmQBusGPSOuTFy', 'https://api.spotify.com/v1/audio-analysis/74znaWw1hmQBusGPSOuTFy',231708,4
151,Curame,Rauw Alejandro,778418,'https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I',0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101, 'audio_features', '3PwRuzdphgedcWVUOVYJ7I', 'spotify:track:3PwRuzdphgedcWVUOVYJ7I', 'https://api.spotify.com/v1/tracks/3PwRuzdphgedcWVUOVYJ7I', 'https://api.spotify.com/v1/audio-analysis/3PwRuzdphgedcWVUOVYJ7I',164706,4
152,Miss The Rage (feat. Playboi Carti),Trippie Redd,776043,'https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq',0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005, 'audio_features', '2BITQ360Knh6qNAOqR7Dyq', 'spotify:track:2BITQ360Knh6qNAOqR7Dyq', 'https://api.spotify.com/v1/tracks/2BITQ360Knh6qNAOqR7Dyq', 'https://api.spotify.com/v1/audio-analysis/2BITQ360Knh6qNAOqR7Dyq',236883,4
153,Hawai,Maluma,774682,'https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp',0.783,0.727,6,-3.454,0,0.389,0.185,0.0000246,0.0626,0.558,180.067, 'audio_features', '1yoMvmasuxZfqHEipJhRbp', 'spotify:track:1yoMvmasuxZfqHEipJhRbp', 'https://api.spotify.com/v1/tracks/1yoMvmasuxZfqHEipJhRbp', 'https://api.spotify.com/v1/audio-analysis/1yoMvmasuxZfqHEipJhRbp',199112,4
154,Como Si No Importara,Emilia,766018,'https://open.spotify.com/track/1GYJpuLq41vEVKXiHGEY9j',0.843,0.534,1,-6.658,0,0.142,0.467,0,0.0984,0.528,94.984, 'audio_features', '1GYJpuLq41vEVKXiHGEY9j', 'spotify:track:1GYJpuLq41vEVKXiHGEY9j', 'https://api.spotify.com/v1/tracks/1GYJpuLq41vEVKXiHGEY9j', 'https://api.spotify.com/v1/audio-analysis/1GYJpuLq41vEVKXiHGEY9j',173053,4
155,Take Me To Church,Hozier,759672,'https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI',0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945, 'audio_features', '3dYD57lRAUcMHufyqn9GcI', 'spotify:track:3dYD57lRAUcMHufyqn9GcI', 'https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI', 'https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI',241688,4
156,Memories,Maroon 5,759135,'https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI',0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05, 'audio_features', '4cktbXiXOapiLBMprHFErI', 'spotify:track:4cktbXiXOapiLBMprHFErI', 'https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI', 'https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI',189486,4
157,bad guy,Billie Eilish,755147,'https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m',0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128, 'audio_features', '2Fxmhks0bxGSBdJ92vM42m', 'spotify:track:2Fxmhks0bxGSBdJ92vM42m', 'https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m', 'https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m',194088,4
158,goosebumps,Travis Scott,754876,'https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2',0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049, 'audio_features', '6gBFPUFcJLzWGx4lenP6h2', 'spotify:track:6gBFPUFcJLzWGx4lenP6h2', 'https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2', 'https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2',243837,4
159,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,746915,'https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV',0.374,0.83,11,-5.203,0,0.0584,0.00213,0,0.15,0.204,90.19, 'audio_features', '5JKnYZOhSP7rOK0jPYcCjV', 'spotify:track:5JKnYZOhSP7rOK0jPYcCjV', 'https://api.spotify.com/v1/tracks/5JKnYZOhSP7rOK0jPYcCjV', 'https://api.spotify.com/v1/audio-analysis/5JKnYZOhSP7rOK0jPYcCjV',168398,4
160,Yellow,Coldplay,745391,'https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg',0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372, 'audio_features', '3AJwUDP919kvQ9QcozQPxg', 'spotify:track:3AJwUDP919kvQ9QcozQPxg', 'https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg', 'https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg',266773,4
161,Dreams - 2004 Remaster,Fleetwood Mac,745047,'https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz',0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151, 'audio_features', '0ofHAoxe9vBkTCp2UQIavz', 'spotify:track:0ofHAoxe9vBkTCp2UQIavz', 'https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz', 'https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz',257800,4
162,enough for you,Olivia Rodrigo,742293,'https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e',0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485, 'audio_features', '2TOzTqQXNmR2zDJXihjZ2e', 'spotify:track:2TOzTqQXNmR2zDJXihjZ2e', 'https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e', 'https://api.spotify.com/v1/audio-analysis/2TOzTqQXNmR2zDJXihjZ2e',202827,4
163,Shallow,Lady Gaga,742052,'https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B',0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799, 'audio_features', '2VxeLyX666F8uXCJ0dZF8B', 'spotify:track:2VxeLyX666F8uXCJ0dZF8B', 'https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B', 'https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B',215733,4
164,Faz Amor Comigo So Hoje - Ao Vivo,Israel & Rodolffo,733508,'https://open.spotify.com/track/7Kba4OaxQFQ1zlknQUpNqN',0.624,0.922,1,-4.628,0,0.0439,0.3,0,0.112,0.884,164.819, 'audio_features', '7Kba4OaxQFQ1zlknQUpNqN', 'spotify:track:7Kba4OaxQFQ1zlknQUpNqN', 'https://api.spotify.com/v1/tracks/7Kba4OaxQFQ1zlknQUpNqN', 'https://api.spotify.com/v1/audio-analysis/7Kba4OaxQFQ1zlknQUpNqN',148228,4
165,Counting Stars,OneRepublic,733261,'https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1',0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016, 'audio_features', '2tpWsVSb9UEmDRxAl1zhX1', 'spotify:track:2tpWsVSb9UEmDRxAl1zhX1', 'https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1', 'https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1',257267,4
